Date,Mkt-RF,SMB,HML,RF
2020-06-19,0.002939960207661182,0.0029507684040880524,-0.005068238808499455,2e-05
2020-06-22,0.01661025090288524,-0.00405160217704766,0.0010660346669695247,2e-05
2020-06-23,0.010321334950974943,-0.0009119105204027159,-0.003948287111488221,2e-05
2020-06-24,0.004582452709794112,0.006362460386322967,-0.0026850236042249747,2e-05
2020-06-25,0.017859634694634745,0.002460261221524582,-0.0001979515394096967,2e-05
2020-06-26,-0.013965156651874212,-0.00828177234650679,0.0067866162080677936,2e-05
2020-06-29,-0.007377018392996973,0.004033708367028296,0.009054953003443684,2e-05
2020-06-30,-0.0108189112968663,-0.006407663734617429,0.002290710723133532,2e-05
2020-07-01,-0.0043777176378692155,0.008575078419766036,-0.0018329736151174265,2e-05
2020-07-02,-0.016220233770675704,0.00624459303904615,0.012513694333192592,2e-05
2020-07-03,0.007921811361772852,0.001839312855510405,-0.002087772406647601,2e-05
2020-07-06,-0.0023666723651852807,0.0010433970606171603,-0.0028056795717986867,2e-05
2020-07-07,-0.017349675534031894,-0.00115419353616452,-0.008824715222893634,2e-05
2020-07-08,-0.0118869489744905,0.004171143708400169,0.007030457846223717,2e-05
2020-07-09,0.004062166169402344,-0.00212466901677237,0.00489122796185647,2e-05
2020-07-10,0.010357518814732573,0.0015134192238393633,0.01213902768058223,2e-05
2020-07-13,0.02426077070030144,0.005331606199116707,-0.006897616761090629,2e-05
2020-07-14,0.03526634959208796,-0.0032708392611535382,0.0073408540373955476,2e-05
2020-07-15,0.005272913199311956,-0.0035971564399441677,0.00040067759183063696,2e-05
2020-07-16,-0.01157445744038237,-0.0070661928843467545,0.004080501084000682,2e-05
2020-07-17,-0.025284555368775708,-0.006286836476757034,-0.008188885705522356,2e-05
2020-07-20,0.00351253754812603,-0.010870371868649016,0.007390409113326486,2e-05
2020-07-21,-0.009455293143723913,0.004478972734093178,0.003982583756659152,2e-05
2020-07-22,-0.004684287122156224,0.010953487252496624,-0.00014455017393108762,2e-05
2020-07-23,-0.007045161588717697,0.008651973660821833,0.003275563438305607,2e-05
2020-07-24,-0.0013894906369966234,-0.0096565069317591,-0.0037774765052112458,2e-05
2020-07-27,0.013091762769451723,0.0044491280293372,-0.0028472004279084966,2e-05
2020-07-28,0.0021845828093441356,0.008632638099541338,-0.002267223068126981,2e-05
2020-07-29,-0.0016036180444642598,-0.0026408598844319844,-0.00921363930845139,2e-05
2020-07-30,-0.01212784503390974,0.0007086845839002968,0.004358792471016835,2e-05
2020-07-31,-0.019796195336452282,-0.011947358304828024,0.006007968070912831,2e-05
2020-08-03,-0.005535694908879971,0.0017004170078598491,-0.003456720748819208,2e-05
2020-08-04,-0.00034539060981984593,-0.006281358376608304,0.0017910150797240938,2e-05
2020-08-05,0.021515158962958598,0.0012978101074690872,-0.0012777023731461816,2e-05
2020-08-06,0.00186329425767463,-0.009267217533133284,0.0016913698104051523,2e-05
2020-08-07,0.012092874132276691,0.003357149346865575,-0.003087886206055146,2e-05
2020-08-10,-0.005691547182469825,0.006247076052560139,-0.00436712578043818,2e-05
2020-08-11,-0.013919325197004296,-0.004599079170291006,0.005310374430118713,2e-05
2020-08-12,-0.011281401146788463,-0.006721535488462607,-0.00026935292562246295,2e-05
2020-08-13,-0.00840271277442904,-0.012836138255299888,0.010160544754267378,2e-05
2020-08-14,0.025841636789221977,-0.0014984812044510623,0.00028154982397069985,2e-05
2020-08-17,-0.009556640150692634,-0.0033895636056896308,-0.004580390201752461,2e-05
2020-08-18,0.010361870444836139,-0.00920611647408833,0.006184704382179694,2e-05
2020-08-19,-0.010535126137044317,0.0028181125378730298,0.003204000820730099,2e-05
2020-08-20,0.01147887615449093,-0.0025998222911878953,0.003684364318482118,2e-05
2020-08-21,0.004919411593270358,-0.0063544157518713945,0.006003003394339593,2e-05
2020-08-24,-0.001579654771897085,-0.0032274344338426826,-0.0032139814692289724,2e-05
2020-08-25,-0.00018915031362520834,0.0065278272335776944,-0.0005862665449264377,2e-05
2020-08-26,-0.007557452345152685,0.003717621662531333,-0.0008072491574389661,2e-05
2020-08-27,0.005652866417784967,-0.0006801563689909389,-0.006403732684578093,2e-05
2020-08-28,-0.005159801764089361,0.003814630110789115,-0.0012679507507912175,2e-05
2020-08-31,-0.014407269165206979,-0.006865471738320433,0.0067318972893841205,2e-05
2020-09-01,-0.015035250891835432,0.0002942206043621832,0.001236690518969235,2e-05
2020-09-02,0.0023710550126654338,0.0009839339829188234,-0.006680306639224939,2e-05
2020-09-03,0.01924909507692522,-0.0027190190509923614,-0.007729197058324675,2e-05
2020-09-04,0.002219899362881259,0.002712750015744507,0.008373880293741356,2e-05
2020-09-07,-0.0011236599133185908,-0.004582600727866707,-0.00040159505127564994,2e-05
2020-09-08,0.003729913675230515,0.0031589242466567072,-0.0031870510285080867,2e-05
2020-09-09,0.0159720209004819,0.0034111526291877516,-0.0013199588244850156,2e-05
2020-09-10,0.002932590016366276,-0.0174029592841824,-0.007336538771586661,2e-05
2020-09-11,-0.0046311267700048465,0.007241834221060706,0.007165475747558099,2e-05
2020-09-14,0.013575464520718667,-0.018185795392116524,-0.0019152646879301482,2e-05
2020-09-15,0.005445077261539362,-0.003596294153336752,0.006887007638692109,2e-05
2020-09-16,0.018729071903951906,0.006252088205546531,0.0003082585722365758,2e-05
2020-09-17,0.0024988132466628736,-0.001803720351514644,0.007197659872842199,2e-05
2020-09-18,-0.014393628380646003,-0.008697115894817253,0.0013334724952154269,2e-05
2020-09-21,-0.016117910390947978,-0.006462422370300024,0.004316163314345379,2e-05
2020-09-22,0.020111135186774997,0.006261434477923719,0.003645465230441684,2e-05
2020-09-23,0.020983988649399567,-0.011429027183291831,0.0031664553312598536,2e-05
2020-09-24,-0.001854230559391208,0.006873946605772104,0.0017896723859135528,2e-05
2020-09-25,-0.004298247853631853,-0.00023061259425373606,-0.0011142535805779247,2e-05
2020-09-28,0.017837331506906428,-0.007054371982654601,0.009627173457864301,2e-05
2020-09-29,-0.012984548184521856,-0.003398690433816147,-0.004484684925479504,2e-05
2020-09-30,-0.010436724227469918,-0.006003346046609848,7.153821171579846e-05,2e-05
2020-10-01,0.008019921536268534,0.005297351205151172,0.00012442937603797724,2e-05
2020-10-02,-0.004435261474315075,0.00449456685857703,0.0020622037667176077,2e-05
2020-10-05,0.00023853759935914444,-0.01021496680325628,-0.0020973632294725058,2e-05
2020-10-06,-0.001661314782294151,-0.002321552711116005,0.0016237315279479388,2e-05
2020-10-07,0.004350894585587203,-0.005079113974065662,-0.0007942129260148307,2e-05
2020-10-08,0.017189782335764604,0.007861059810756221,-0.007859762587189496,2e-05
2020-10-09,0.0013870188828209464,-0.008000594708758527,9.776143128423229e-05,2e-05
2020-10-12,0.008027265519322296,0.009725374628110083,-0.005452826665150759,2e-05
2020-10-13,-0.02430206521237227,-9.976843710162539e-05,-0.008621928812244505,2e-05
2020-10-14,-0.00028462082316141546,-0.006871606438280525,0.0007343666034469248,2e-05
2020-10-15,-0.009818763243514455,-0.003963645104055667,0.0024894167100978325,2e-05
2020-10-16,-0.014325756725083537,-0.004709713044610703,0.0026834902105228823,2e-05
2020-10-19,-0.01023782840314501,-0.007547710412093036,0.002885853535098471,2e-05
2020-10-20,-0.0037094812884097446,0.0006689611583822541,-0.009612945104703053,2e-05
2020-10-21,0.011290830508272157,-0.00726749330415106,-0.006755084639537348,2e-05
2020-10-22,-0.015616712612874768,-0.012982197252429134,0.009917607184068354,2e-05
2020-10-23,0.0006675779111330094,-0.002178058825089039,-0.005186043800385181,2e-05
2020-10-26,-0.005510033200002942,-0.010717137178507297,0.003104205155683446,2e-05
2020-10-27,-0.0036320771323435303,-0.004412965208405122,-0.00338468810832923,2e-05
2020-10-28,0.01233309390365525,-0.005354617331620135,0.0004483636963378223,2e-05
2020-10-29,0.006757385244047113,-0.005127296432154885,-0.0031162710113679703,2e-05
2020-10-30,0.016348777289312926,0.012105778609540922,0.002857705773098224,2e-05
2020-11-02,-0.0015540681509988057,0.0004384694030174246,0.0007338705865834953,2e-05
2020-11-03,-0.008051311340048438,0.001572226053971993,-0.002191448868221168,2e-05
2020-11-04,-0.0023863058025659946,-0.010558389778053769,-0.005200860598403552,2e-05
2020-11-05,0.0032099614952546592,-0.0038237788018215322,0.0013888709874625552,2e-05
2020-11-06,0.002418880301444532,0.0013918157796490719,-0.0060135939952129505,2e-05
2020-11-09,-0.012712656866800398,-0.006047173477478038,0.0021874052106041924,2e-05
2020-11-10,0.0013858773795344906,0.005548377061107912,0.0131824245451845,2e-05
2020-11-11,0.0030387399616668615,-0.007116179515406181,0.00680085025631006,2e-05
2020-11-12,0.03050968845040705,-0.0016181968151910537,0.0036417394344708145,2e-05
2020-11-13,0.022822135335380044,-0.003416309839853352,-0.0003780364887057383,2e-05
2020-11-16,-0.00993892020670584,0.001085923956291496,-0.009643763135017627,2e-05
2020-11-17,-0.0031486003385901135,-0.003742940431132556,-0.006561431979500922,2e-05
2020-11-18,-0.017261304022044035,-0.001525361762425624,0.006463964280513567,2e-05
2020-11-19,-0.006788484167561838,-0.0013167805506679132,-0.003898780400623899,2e-05
2020-11-20,0.004087260043084086,-0.004306326544347806,-0.003446260490820233,2e-05
2020-11-23,0.014770243450658803,0.0030105632109826757,-0.0007782523784201072,2e-05
2020-11-24,-0.008449006052923303,0.0015303302490245517,-0.005260231294232774,2e-05
2020-11-25,-0.007549757280813559,-0.00043168367151900385,-0.006083843672758182,2e-05
2020-11-26,-0.025467468356863858,-0.0024827500007717487,-0.00020237036390710912,2e-05
2020-11-27,-0.001651991046538892,0.004879264183119982,-0.0044076472733601815,2e-05
2020-11-30,-0.012448972942314757,-0.001315005462885088,-0.003655092898894474,2e-05
2020-12-01,-0.006053273128392885,-0.001740183726955623,-0.00385595513073503,2e-05
2020-12-02,-0.010222329338011059,0.0007281401793287561,0.0026618010691723433,2e-05
2020-12-03,-0.0008311506510306839,0.010279520097825104,-0.0011106284524767865,2e-05
2020-12-04,-0.020792740696279573,-0.007942137248127224,-0.0008428598394692685,2e-05
2020-12-07,-0.017304542944691886,0.004719141358332128,0.0030347294865444166,2e-05
2020-12-08,0.025850965344339578,-0.01125902696742863,-0.0006601980411647007,2e-05
2020-12-09,-0.015149070975288371,0.0014036389493717438,-0.0013412688422858644,2e-05
2020-12-10,-0.012861426941455676,0.009550496965652385,0.0024022517778508543,2e-05
2020-12-11,0.02234296233985577,0.0030320111468038428,0.003390989217788155,2e-05
2020-12-14,0.03516080603088489,0.001123750471238757,-0.0006853674975430209,2e-05
2020-12-15,-0.0137587995459041,-0.0032626968128184534,0.00045303887810260805,2e-05
2020-12-16,-0.004118987481456367,0.00028628320293132547,-0.0038589511486666404,2e-05
2020-12-17,0.0043986666112861145,-0.0014123768924201377,-0.004253415215822628,2e-05
2020-12-18,0.02104437173286711,-0.004615859647588132,0.0038957375098340385,2e-05
2020-12-21,-0.011542284941138849,-0.001639253692849219,0.002274710312723109,2e-05
2020-12-22,-0.002643334151305317,0.0012902869637586372,0.0023264921920828807,2e-05
2020-12-23,0.009628050912740929,-0.004503302411183842,0.0014542717436276111,2e-05
2020-12-24,0.005517192893599423,-0.004737690924108104,0.00028101637907476787,2e-05
2020-12-25,-0.004213872854761191,-0.008061460625553046,0.0035320594541138465,2e-05
2020-12-28,-0.0013058755741924939,0.0024443501565333766,0.004725543805113919,2e-05
2020-12-29,-0.01619874970043978,0.003371939571802362,0.004606140025953238,2e-05
2020-12-30,-0.002558084927695983,0.0014899626654191049,-0.00045388957972993416,2e-05
2020-12-31,-0.0028966498801074616,0.005891022956371996,0.00698496364954419,2e-05
2021-01-01,0.0030860386755150715,0.0006272058224843652,0.0011923034086616059,2e-05
2021-01-04,-0.006363926625828193,0.00245206562419454,0.0032118809628289926,2e-05
2021-01-05,0.005958462270541668,0.001923024553825377,0.0014604394541743986,2e-05
2021-01-06,0.012452589813837943,-0.00044924011650924724,0.0012850335374208705,2e-05
2021-01-07,0.0021651519320215924,-0.003084930968777884,-0.0036287599512515984,2e-05
2021-01-08,0.004521076900790442,0.013384915694751467,0.0035567541917241306,2e-05
2021-01-11,0.0009378641709344084,-0.0026117058791210513,0.014276471974538196,2e-05
2021-01-12,0.00030101271709697015,-0.003895266266722618,-0.0018239753739504165,2e-05
2021-01-13,-0.00835869640251417,0.0027040589407006416,0.00040497357712474083,2e-05
2021-01-14,0.004097931140079696,0.0016111264917700308,-0.0021810263217363116,2e-05
2021-01-15,-0.0008674391809618738,-0.008328749285661966,-0.0023900995078096725,2e-05
2021-01-18,0.02541801970716714,0.006836069527382432,0.007772247390593364,2e-05
2021-01-19,0.019180258829702913,-0.0004651674521049999,-0.0033148550886373234,2e-05
2021-01-20,0.004930158630678009,-0.0065655865712943235,-0.0023204023668318063,2e-05
2021-01-21,-0.00885668651633721,0.0072327046861232445,-0.007887464118656507,2e-05
2021-01-22,-0.013048937663801016,0.0038540534295769236,-0.0037380586227112366,2e-05
2021-01-25,0.014593715437066382,-0.007487251951687485,-0.008491999464766739,2e-05
2021-01-26,0.003452990701765662,0.010763097041546345,0.0032090234960596444,2e-05
2021-01-27,0.00606172084069933,0.004052784210197157,0.014048486109186548,2e-05
2021-01-28,-0.02063503184369031,3.882330624972322e-05,-0.0017833939682526108,2e-05
2021-01-29,0.01142926177869817,0.009641312833730676,-0.008283789664951188,2e-05
2021-02-01,0.005753044058572356,0.0010557867029778434,0.004549998322148666,2e-05
2021-02-02,-0.013025168212973736,-6.849845062419187e-05,-0.003584624794650784,2e-05
2021-02-03,-0.005358297689399388,-0.003861800696131934,0.006546734652767701,2e-05
2021-02-04,0.0034646064522782347,0.0035911026358424712,-0.0013601452389497236,2e-05
2021-02-05,0.0009296015802749235,0.0029596178039438792,-0.0031090784454139036,2e-05
2021-02-08,-0.00320605422964266,0.00018808083933826773,-0.0008397877787284324,2e-05
2021-02-09,-0.0009418592167915304,-0.004639918123205617,0.003838883804680936,2e-05
2021-02-10,-0.0027237285384826247,0.0008795791249964432,-0.0010871031537782823,2e-05
2021-02-11,0.002130750145229623,-0.0003187927145728273,-0.0024336235139685272,2e-05
2021-02-12,0.017957903675917885,-0.007900845912405207,-0.0009441580148943591,2e-05
2021-02-15,-0.03049990129117557,-0.008730874107945114,-0.006309275922504425,2e-05
2021-02-16,-0.002542203174116211,0.0034909202728586166,0.002035158011469901,2e-05
2021-02-17,0.0024181490564693636,-0.015511329890310134,-0.008883632969224552,2e-05
2021-02-18,0.003851927876245194,0.00133246316176756,-0.0021706072718275767,2e-05
2021-02-19,-0.004162974975855479,-0.002768498346522947,0.0038469260441537164,2e-05
2021-02-22,-0.02078066138974299,0.00794947964127946,0.0015652414146635838,2e-05
2021-02-23,0.004235945804569315,-0.0028608092549232546,0.0030016028649319515,2e-05
2021-02-24,0.021028202569970223,0.004056905285511376,-0.0002752283635940455,2e-05
2021-02-25,-0.01810633685899365,-0.00228148304742675,0.005898730904927584,2e-05
2021-02-26,0.01066593616437826,0.0007824889209168608,0.0046734959838489595,2e-05
2021-03-01,-0.0036423026774747265,0.004521019185520308,0.002280705021238373,2e-05
2021-03-02,-0.00043589214994616763,-0.002675334297947481,0.004687728886567715,2e-05
2021-03-03,-0.012334782128447389,0.006079329306990425,0.003802117772017884,2e-05
2021-03-04,-0.00371347406827052,-0.005862187262638899,-0.002147317566734451,2e-05
2021-03-05,0.015900535136387502,0.0018675570553502747,-0.006669494558456669,2e-05
2021-03-08,0.007291862903852485,0.005635838336727117,0.002151810629213119,2e-05
2021-03-09,0.02108773926491933,0.00406022495074201,0.0027804461541571434,2e-05
2021-03-10,0.014428942667732324,0.011598669260412461,0.005502359955692827,2e-05
2021-03-11,0.005569040147154914,-0.004480635903863963,-0.004631606375226468,2e-05
2021-03-12,0.021227214314013507,-0.008174895508091529,-0.004482155296385817,2e-05
2021-03-15,0.005567917904859585,-0.005866010650970716,0.002349501331538852,2e-05
2021-03-16,0.010235858121564707,0.004062655399290622,-0.0003058349442654332,2e-05
2021-03-17,-0.0032588514424165007,0.0030875376056162715,-0.00937880805285564,2e-05
2021-03-18,0.001098549790310458,0.0007135399578844947,0.0019255408187709537,2e-05
2021-03-19,-0.008069085879603323,-0.006637742294642779,-0.009212114574944773,2e-05
2021-03-22,0.012175007215138237,0.004701203759974365,-0.004676282759366881,2e-05
2021-03-23,-0.013839643477378387,-0.007248228665903242,0.006808406864300535,2e-05
2021-03-24,0.009688204109011936,0.0070536974942613994,0.009174395089035576,2e-05
2021-03-25,-0.0019878126900619137,0.01724463053883919,-0.0060282818423598086,2e-05
2021-03-26,0.014354965121607832,0.0022987068794293026,-0.0015969576870634714,2e-05
2021-03-29,0.009310427864775117,0.0035986488139464587,0.00026311261539352994,2e-05
2021-03-30,0.022147753891761622,-0.0028571586133733567,0.00895613463790784,2e-05
2021-03-31,0.009069296293663738,-0.010761279926520899,-0.0024143447391220076,2e-05
2021-04-01,-0.018564483067838887,-0.003516316178181334,-0.0023344201151663906,2e-05
2021-04-02,-0.0005034380747784102,-0.0064573714465924964,0.007793627792314309,2e-05
2021-04-05,-0.013764086311137791,-0.008582027458490096,-0.0018239457635912902,2e-05
2021-04-06,-0.005919358108395297,0.010434159651973895,0.0036610085448322877,2e-05
2021-04-07,0.01843474119932066,0.0017371751081546381,-0.007335714825562138,2e-05
2021-04-08,0.007950405730772353,0.002378125483683902,-0.0008061637204616311,2e-05
2021-04-09,-0.008087165142944957,-0.0017541341911774973,-0.008247984191632023,2e-05
2021-04-12,-0.011864608397284787,-0.000937226494660618,-0.005227168904778522,2e-05
2021-04-13,0.0006933851145151295,0.005887304093436001,0.004246006775761316,2e-05
